"date";"MAU";"country"
"2022-01-10";1;"Sierra_Leone"
"2022-01-10";2;"El_Salvador"
"2022-01-10";1;"Equatorial_Guinea"
"2022-01-11";1;"Benin"
"2022-01-11";1;"Poland"
"2022-01-11";3;"Brazil"
"2022-01-11";1;"Saudi_Arabia"
"2022-01-11";1;"Bulgaria"
"2022-01-11";2;"Seychelles"
"2022-01-11";1;"Burundi"
"2022-01-11";1;"Sierra_Leone"
"2022-01-11";2;"El_Salvador"
"2022-01-11";1;"Equatorial_Guinea"
"2022-01-11";1;"Guyana"
"2022-01-11";1;"Ivory_Coast"
"2022-01-11";3;"Lesotho"
"2022-01-11";1;"Maldives"
"2022-01-11";1;"Micronesia"
"2022-01-11";1;"Morocco"
"2022-01-11";1;"Australia"
"2022-01-11";1;"Oman"
"2022-01-12";1;"Ivory_Coast"
"2022-01-12";3;"Lesotho"
"2022-01-12";1;"Maldives"
"2022-01-12";1;"Micronesia"
"2022-01-12";1;"Australia"
"2022-01-12";1;"Morocco"
"2022-01-12";1;"Benin"
"2022-01-12";1;"Oman"
"2022-01-12";3;"Brazil"
"2022-01-12";1;"Panama"
"2022-01-12";1;"Bulgaria"
"2022-01-12";1;"Poland"
"2022-01-12";1;"Burundi"
"2022-01-12";1;"Saudi_Arabia"
"2022-01-12";2;"El_Salvador"
"2022-01-12";2;"Seychelles"
"2022-01-12";1;"Equatorial_Guinea"
"2022-01-12";1;"Sierra_Leone"
"2022-01-12";1;"Finland"
"2022-01-12";1;"Guyana"
"2022-01-13";3;"Brazil"
"2022-01-13";1;"Oman"
"2022-01-13";2;"Bulgaria"
"2022-01-13";1;"Panama"
"2022-01-13";1;"Burundi"
"2022-01-13";1;"Poland"
"2022-01-13";2;"El_Salvador"
"2022-01-13";1;"Saudi_Arabia"
"2022-01-13";1;"Equatorial_Guinea"
"2022-01-13";2;"Seychelles"
"2022-01-13";1;"Finland"
"2022-01-13";1;"Sierra_Leone"
"2022-01-13";1;"Grenada"
"2022-01-13";1;"Guyana"
"2022-01-13";1;"Ivory_Coast"
"2022-01-13";3;"Lesotho"
"2022-01-13";1;"Maldives"
"2022-01-13";1;"Australia"
"2022-01-13";1;"Micronesia"
"2022-01-13";1;"Benin"
"2022-01-13";1;"Morocco"
"2022-01-14";1;"Equatorial_Guinea"
"2022-01-14";1;"Saudi_Arabia"
"2022-01-14";1;"Finland"
"2022-01-14";2;"Seychelles"
"2022-01-14";1;"Grenada"
"2022-01-14";1;"Sierra_Leone"
"2022-01-14";2;"Guyana"
"2022-01-14";1;"Ivory_Coast"
"2022-01-14";1;"Jamaica"
"2022-01-14";3;"Lesotho"
"2022-01-14";1;"Australia"
"2022-01-14";1;"Maldives"
"2022-01-14";1;"Benin"
"2022-01-14";1;"Micronesia"
"2022-01-14";3;"Brazil"
"2022-01-14";1;"Morocco"
"2022-01-14";2;"Bulgaria"
"2022-01-14";1;"Oman"
"2022-01-14";1;"Burundi"
"2022-01-14";1;"Panama"
"2022-01-14";3;"El_Salvador"
"2022-01-14";1;"Poland"
"2022-01-15";1;"Ivory_Coast"
"2022-01-15";1;"Jamaica"
"2022-01-15";3;"Lesotho"
"2022-01-15";1;"Australia"
"2022-01-15";1;"Maldives"
"2022-01-15";2;"Benin"
"2022-01-15";1;"Micronesia"
"2022-01-15";3;"Brazil"
"2022-01-15";1;"Morocco"
"2022-01-15";2;"Bulgaria"
"2022-01-15";1;"Oman"
"2022-01-15";1;"Burundi"
"2022-01-15";2;"Panama"
"2022-01-15";3;"El_Salvador"
"2022-01-15";1;"Poland"
"2022-01-15";1;"Equatorial_Guinea"
"2022-01-15";1;"Saudi_Arabia"
"2022-01-15";1;"Finland"
"2022-01-15";2;"Seychelles"
"2022-01-15";1;"Grenada"
"2022-01-15";1;"Sierra_Leone"
"2022-01-15";2;"Guyana"
"2022-01-16";2;"Benin"
"2022-01-16";1;"Maldives"
"2022-01-16";3;"Brazil"
"2022-01-16";1;"Micronesia"
"2022-01-16";2;"Bulgaria"
"2022-01-16";1;"Moldova"
"2022-01-16";1;"Burundi"
"2022-01-16";1;"Morocco"
"2022-01-16";1;"Dominica"
"2022-01-16";1;"Namibia"
"2022-01-16";3;"El_Salvador"
"2022-01-16";1;"Oman"
"2022-01-16";1;"Equatorial_Guinea"
"2022-01-16";2;"Panama"
"2022-01-16";1;"Finland"
"2022-01-16";1;"Poland"
"2022-01-16";1;"Grenada"
"2022-01-16";1;"Saudi_Arabia"
"2022-01-16";2;"Guyana"
"2022-01-16";2;"Seychelles"
"2022-01-16";1;"Ivory_Coast"
"2022-01-16";1;"Sierra_Leone"
"2022-01-16";1;"Jamaica"
"2022-01-16";1;"Australia"
"2022-01-16";3;"Lesotho"
"2022-01-17";2;"Benin"
"2022-01-17";1;"Maldives"
"2022-01-17";4;"Brazil"
"2022-01-17";1;"Micronesia"
"2022-01-17";2;"Bulgaria"
"2022-01-17";1;"Moldova"
"2022-01-17";1;"Burundi"
"2022-01-17";1;"Morocco"
"2022-01-17";1;"Dominica"
"2022-01-17";1;"Namibia"
"2022-01-17";3;"El_Salvador"
"2022-01-17";1;"Oman"
"2022-01-17";1;"Equatorial_Guinea"
"2022-01-17";2;"Panama"
"2022-01-17";1;"Finland"
"2022-01-17";1;"Poland"
"2022-01-17";1;"Grenada"
"2022-01-17";1;"Saudi_Arabia"
"2022-01-17";2;"Guyana"
"2022-01-17";2;"Seychelles"
"2022-01-17";1;"Ivory_Coast"
"2022-01-17";1;"Sierra_Leone"
"2022-01-17";1;"Jamaica"
"2022-01-17";1;"Australia"
"2022-01-17";3;"Lesotho"
"2022-01-18";5;"Brazil"
"2022-01-18";1;"Micronesia"
"2022-01-18";2;"Bulgaria"
"2022-01-18";1;"Moldova"
"2022-01-18";1;"Burundi"
"2022-01-18";2;"Morocco"
"2022-01-18";1;"Dominica"
"2022-01-18";2;"Namibia"
"2022-01-18";3;"El_Salvador"
"2022-01-18";1;"Oman"
"2022-01-18";1;"Equatorial_Guinea"
"2022-01-18";2;"Panama"
"2022-01-18";1;"Finland"
"2022-01-18";1;"Poland"
"2022-01-18";1;"Grenada"
"2022-01-18";1;"Saudi_Arabia"
"2022-01-18";2;"Guyana"
"2022-01-18";2;"Seychelles"
"2022-01-18";2;"Ivory_Coast"
"2022-01-18";1;"Sierra_Leone"
"2022-01-18";1;"Jamaica"
"2022-01-18";1;"Uruguay"
"2022-01-18";1;"Australia"
"2022-01-18";3;"Lesotho"
"2022-01-18";2;"Benin"
"2022-01-18";1;"Maldives"
"2022-01-19";1;"Maldives"
"2022-01-19";5;"Brazil"
"2022-01-19";2;"Micronesia"
"2022-01-19";2;"Bulgaria"
"2022-01-19";1;"Moldova"
"2022-01-19";1;"Burundi"
"2022-01-19";3;"Morocco"
"2022-01-19";1;"Dominica"
"2022-01-19";1;"Mozambique"
"2022-01-19";3;"El_Salvador"
"2022-01-19";2;"Namibia"
"2022-01-19";1;"Equatorial_Guinea"
"2022-01-19";1;"Oman"
"2022-01-19";2;"Finland"
"2022-01-19";2;"Panama"
"2022-01-19";1;"Grenada"
"2022-01-19";1;"Poland"
"2022-01-19";2;"Guyana"
"2022-01-19";1;"Saudi_Arabia"
"2022-01-19";2;"Ivory_Coast"
"2022-01-19";3;"Seychelles"
"2022-01-19";1;"Jamaica"
"2022-01-19";1;"Sierra_Leone"
"2022-01-19";1;"Australia"
"2022-01-19";4;"Lesotho"
"2022-01-19";1;"Uruguay"
"2022-01-19";2;"Benin"
"2022-01-20";1;"Australia"
"2022-01-20";4;"Lesotho"
"2022-01-20";1;"Sierra_Leone"
"2022-01-20";2;"Benin"
"2022-01-20";1;"Malaysia"
"2022-01-20";1;"Uruguay"
"2022-01-20";5;"Brazil"
"2022-01-20";1;"Maldives"
"2022-01-20";2;"Bulgaria"
"2022-01-20";2;"Micronesia"
"2022-01-20";1;"Burundi"
"2022-01-20";1;"Moldova"
"2022-01-20";1;"Dominica"
"2022-01-20";4;"Morocco"
"2022-01-20";3;"El_Salvador"
"2022-01-20";1;"Mozambique"
"2022-01-20";1;"Equatorial_Guinea"
"2022-01-20";2;"Namibia"
"2022-01-20";2;"Finland"
"2022-01-20";1;"Oman"
"2022-01-20";1;"Grenada"
"2022-01-20";3;"Panama"
"2022-01-20";2;"Guyana"
"2022-01-20";1;"Poland"
"2022-01-20";2;"Ivory_Coast"
"2022-01-20";1;"Saudi_Arabia"
"2022-01-20";1;"Jamaica"
"2022-01-20";3;"Seychelles"
"2022-01-21";3;"Panama"
"2022-01-21";2;"Ivory_Coast"
"2022-01-21";1;"Poland"
"2022-01-21";1;"Jamaica"
"2022-01-21";1;"Saudi_Arabia"
"2022-01-21";1;"Australia"
"2022-01-21";1;"Kuwait"
"2022-01-21";3;"Seychelles"
"2022-01-21";3;"Benin"
"2022-01-21";4;"Lesotho"
"2022-01-21";1;"Sierra_Leone"
"2022-01-21";5;"Brazil"
"2022-01-21";1;"Malaysia"
"2022-01-21";1;"Uruguay"
"2022-01-21";2;"Bulgaria"
"2022-01-21";1;"Maldives"
"2022-01-21";1;"Burundi"
"2022-01-21";3;"Micronesia"
"2022-01-21";1;"Dominica"
"2022-01-21";1;"Moldova"
"2022-01-21";3;"El_Salvador"
"2022-01-21";4;"Morocco"
"2022-01-21";1;"Equatorial_Guinea"
"2022-01-21";1;"Mozambique"
"2022-01-21";2;"Finland"
"2022-01-21";2;"Namibia"
"2022-01-21";1;"Grenada"
"2022-01-21";1;"Oman"
"2022-01-21";2;"Guyana"
"2022-01-22";1;"Equatorial_Guinea"
"2022-01-22";1;"Mozambique"
"2022-01-22";2;"Finland"
"2022-01-22";2;"Namibia"
"2022-01-22";1;"Grenada"
"2022-01-22";1;"Oman"
"2022-01-22";2;"Guyana"
"2022-01-22";3;"Panama"
"2022-01-22";2;"Ivory_Coast"
"2022-01-22";1;"Poland"
"2022-01-22";1;"Jamaica"
"2022-01-22";2;"Saudi_Arabia"
"2022-01-22";1;"Australia"
"2022-01-22";1;"Kuwait"
"2022-01-22";3;"Seychelles"
"2022-01-22";3;"Benin"
"2022-01-22";4;"Lesotho"
"2022-01-22";1;"Sierra_Leone"
"2022-01-22";5;"Brazil"
"2022-01-22";1;"Malaysia"
"2022-01-22";1;"Uruguay"
"2022-01-22";2;"Bulgaria"
"2022-01-22";1;"Maldives"
"2022-01-22";1;"Yemen"
"2022-01-22";1;"Burundi"
"2022-01-22";3;"Micronesia"
"2022-01-22";1;"Dominica"
"2022-01-22";2;"Moldova"
"2022-01-22";3;"El_Salvador"
"2022-01-22";4;"Morocco"
"2022-01-23";1;"Sierra_Leone"
"2022-01-23";2;"Bulgaria"
"2022-01-23";1;"Maldives"
"2022-01-23";1;"Uruguay"
"2022-01-23";1;"Burundi"
"2022-01-23";3;"Micronesia"
"2022-01-23";1;"Yemen"
"2022-01-23";1;"Dominica"
"2022-01-23";2;"Moldova"
"2022-01-23";3;"El_Salvador"
"2022-01-23";4;"Morocco"
"2022-01-23";1;"Equatorial_Guinea"
"2022-01-23";1;"Mozambique"
"2022-01-23";3;"Finland"
"2022-01-23";2;"Namibia"
"2022-01-23";1;"Grenada"
"2022-01-23";1;"Oman"
"2022-01-23";2;"Guyana"
"2022-01-23";3;"Panama"
"2022-01-23";2;"Ivory_Coast"
"2022-01-23";1;"Philippines"
"2022-01-23";1;"Jamaica"
"2022-01-23";1;"Poland"
"2022-01-23";1;"Australia"
"2022-01-23";1;"Kuwait"
"2022-01-23";2;"Saudi_Arabia"
"2022-01-23";3;"Benin"
"2022-01-23";4;"Lesotho"
"2022-01-23";3;"Seychelles"
"2022-01-23";5;"Brazil"
"2022-01-23";1;"Malaysia"
"2022-01-24";2;"Guyana"
"2022-01-24";1;"Oman"
"2022-01-24";2;"Ivory_Coast"
"2022-01-24";3;"Panama"
"2022-01-24";1;"Jamaica"
"2022-01-24";1;"Philippines"
"2022-01-24";1;"Australia"
"2022-01-24";1;"Kuwait"
"2022-01-24";1;"Poland"
"2022-01-24";3;"Benin"
"2022-01-24";4;"Lesotho"
"2022-01-24";2;"Saudi_Arabia"
"2022-01-24";5;"Brazil"
"2022-01-24";1;"Libya"
"2022-01-24";4;"Seychelles"
"2022-01-24";2;"Bulgaria"
"2022-01-24";1;"Malaysia"
"2022-01-24";2;"Sierra_Leone"
"2022-01-24";1;"Burundi"
"2022-01-24";1;"Maldives"
"2022-01-24";1;"Uruguay"
"2022-01-24";1;"Dominica"
"2022-01-24";3;"Micronesia"
"2022-01-24";4;"El_Salvador"
"2022-01-24";2;"Moldova"
"2022-01-24";1;"Equatorial_Guinea"
"2022-01-24";1;"Yemen"
"2022-01-24";4;"Morocco"
"2022-01-24";3;"Finland"
"2022-01-24";1;"Mozambique"
"2022-01-24";1;"Grenada"
"2022-01-24";2;"Namibia"
"2022-01-25";5;"Brazil"
"2022-01-25";2;"Libya"
"2022-01-25";4;"Seychelles"
"2022-01-25";2;"Bulgaria"
"2022-01-25";1;"Malaysia"
"2022-01-25";2;"Sierra_Leone"
"2022-01-25";1;"Burundi"
"2022-01-25";2;"Maldives"
"2022-01-25";1;"Uruguay"
"2022-01-25";1;"Dominica"
"2022-01-25";3;"Micronesia"
"2022-01-25";1;"Yemen"
"2022-01-25";4;"El_Salvador"
"2022-01-25";2;"Moldova"
"2022-01-25";1;"Equatorial_Guinea"
"2022-01-25";4;"Morocco"
"2022-01-25";3;"Finland"
"2022-01-25";1;"Mozambique"
"2022-01-25";1;"Grenada"
"2022-01-25";2;"Namibia"
"2022-01-25";2;"Guyana"
"2022-01-25";1;"Oman"
"2022-01-25";2;"Ivory_Coast"
"2022-01-25";3;"Panama"
"2022-01-25";1;"Jamaica"
"2022-01-25";1;"Philippines"
"2022-01-25";1;"Australia"
"2022-01-25";1;"Kuwait"
"2022-01-25";1;"Poland"
"2022-01-25";3;"Benin"
"2022-01-25";4;"Lesotho"
"2022-01-25";2;"Saudi_Arabia"
"2022-01-26";1;"Mozambique"
"2022-01-26";1;"Grenada"
"2022-01-26";2;"Namibia"
"2022-01-26";2;"Guyana"
"2022-01-26";1;"Oman"
"2022-01-26";2;"Ivory_Coast"
"2022-01-26";3;"Panama"
"2022-01-26";1;"Jamaica"
"2022-01-26";1;"Philippines"
"2022-01-26";1;"Australia"
"2022-01-26";1;"Kuwait"
"2022-01-26";1;"Poland"
"2022-01-26";3;"Benin"
"2022-01-26";4;"Lesotho"
"2022-01-26";2;"Saudi_Arabia"
"2022-01-26";5;"Brazil"
"2022-01-26";2;"Libya"
"2022-01-26";4;"Seychelles"
"2022-01-26";2;"Bulgaria"
"2022-01-26";1;"Malaysia"
"2022-01-26";2;"Sierra_Leone"
"2022-01-26";1;"Burundi"
"2022-01-26";2;"Maldives"
"2022-01-26";1;"Uruguay"
"2022-01-26";1;"Dominica"
"2022-01-26";3;"Micronesia"
"2022-01-26";1;"Yemen"
"2022-01-26";4;"El_Salvador"
"2022-01-26";2;"Moldova"
"2022-01-26";1;"Equatorial_Guinea"
"2022-01-26";4;"Morocco"
"2022-01-26";4;"Finland"
"2022-01-27";6;"Brazil"
"2022-01-27";2;"Libya"
"2022-01-27";4;"Seychelles"
"2022-01-27";2;"Bulgaria"
"2022-01-27";1;"Malaysia"
"2022-01-27";2;"Sierra_Leone"
"2022-01-27";1;"Burundi"
"2022-01-27";2;"Maldives"
"2022-01-27";1;"Uruguay"
"2022-01-27";1;"Dominica"
"2022-01-27";3;"Micronesia"
"2022-01-27";1;"Yemen"
"2022-01-27";4;"El_Salvador"
"2022-01-27";2;"Moldova"
"2022-01-27";1;"Equatorial_Guinea"
"2022-01-27";4;"Morocco"
"2022-01-27";4;"Finland"
"2022-01-27";1;"Mozambique"
"2022-01-27";1;"Grenada"
"2022-01-27";2;"Namibia"
"2022-01-27";2;"Guyana"
"2022-01-27";2;"Oman"
"2022-01-27";2;"Ivory_Coast"
"2022-01-27";3;"Panama"
"2022-01-27";1;"Jamaica"
"2022-01-27";1;"Philippines"
"2022-01-27";2;"Australia"
"2022-01-27";1;"Kuwait"
"2022-01-27";1;"Poland"
"2022-01-27";3;"Benin"
"2022-01-27";5;"Lesotho"
"2022-01-27";2;"Saudi_Arabia"
"2022-01-28";1;"Mozambique"
"2022-01-28";1;"Grenada"
"2022-01-28";2;"Namibia"
"2022-01-28";2;"Guyana"
"2022-01-28";3;"Oman"
"2022-01-28";2;"Ivory_Coast"
"2022-01-28";3;"Panama"
"2022-01-28";1;"Jamaica"
"2022-01-28";1;"Philippines"
"2022-01-28";2;"Australia"
"2022-01-28";1;"Kuwait"
"2022-01-28";1;"Poland"
"2022-01-28";3;"Benin"
"2022-01-28";5;"Lesotho"
"2022-01-28";2;"Saudi_Arabia"
"2022-01-28";6;"Brazil"
"2022-01-28";2;"Libya"
"2022-01-28";4;"Seychelles"
"2022-01-28";2;"Bulgaria"
"2022-01-28";1;"Malaysia"
"2022-01-28";2;"Sierra_Leone"
"2022-01-28";1;"Burundi"
"2022-01-28";2;"Maldives"
"2022-01-28";1;"Uruguay"
"2022-01-28";1;"Dominica"
"2022-01-28";3;"Micronesia"
"2022-01-28";1;"Yemen"
"2022-01-28";4;"El_Salvador"
"2022-01-28";2;"Moldova"
"2022-01-28";1;"Equatorial_Guinea"
"2022-01-28";4;"Morocco"
"2022-01-28";4;"Finland"
"2022-01-29";6;"Brazil"
"2022-01-29";2;"Libya"
"2022-01-29";4;"Seychelles"
"2022-01-29";2;"Bulgaria"
"2022-01-29";1;"Malaysia"
"2022-01-29";2;"Sierra_Leone"
"2022-01-29";1;"Burundi"
"2022-01-29";2;"Maldives"
"2022-01-29";1;"Uruguay"
"2022-01-29";1;"Dominica"
"2022-01-29";4;"Micronesia"
"2022-01-29";1;"Yemen"
"2022-01-29";4;"El_Salvador"
"2022-01-29";2;"Moldova"
"2022-01-29";1;"Equatorial_Guinea"
"2022-01-29";4;"Morocco"
"2022-01-29";4;"Finland"
"2022-01-29";1;"Mozambique"
"2022-01-29";2;"Grenada"
"2022-01-29";2;"Namibia"
"2022-01-29";2;"Guyana"
"2022-01-29";3;"Oman"
"2022-01-29";3;"Ivory_Coast"
"2022-01-29";3;"Panama"
"2022-01-29";1;"Jamaica"
"2022-01-29";1;"Philippines"
"2022-01-29";2;"Australia"
"2022-01-29";1;"Kuwait"
"2022-01-29";1;"Poland"
"2022-01-29";3;"Benin"
"2022-01-29";5;"Lesotho"
"2022-01-29";2;"Saudi_Arabia"
"2022-01-30";1;"Mozambique"
"2022-01-30";2;"Grenada"
"2022-01-30";2;"Namibia"
"2022-01-30";2;"Guyana"
"2022-01-30";3;"Oman"
"2022-01-30";3;"Ivory_Coast"
"2022-01-30";3;"Panama"
"2022-01-30";1;"Jamaica"
"2022-01-30";1;"Philippines"
"2022-01-30";2;"Australia"
"2022-01-30";1;"Kuwait"
"2022-01-30";1;"Poland"
"2022-01-30";3;"Benin"
"2022-01-30";5;"Lesotho"
"2022-01-30";2;"Saudi_Arabia"
"2022-01-30";6;"Brazil"
"2022-01-30";2;"Libya"
"2022-01-30";4;"Seychelles"
"2022-01-30";2;"Bulgaria"
"2022-01-30";1;"Malaysia"
"2022-01-30";2;"Sierra_Leone"
"2022-01-30";1;"Burundi"
"2022-01-30";2;"Maldives"
"2022-01-30";2;"Uruguay"
"2022-01-30";1;"Dominica"
"2022-01-30";4;"Micronesia"
"2022-01-30";1;"Yemen"
"2022-01-30";4;"El_Salvador"
"2022-01-30";2;"Moldova"
"2022-01-30";1;"Equatorial_Guinea"
"2022-01-30";4;"Morocco"
"2022-01-30";4;"Finland"
"2022-01-31";6;"Brazil"
"2022-01-31";2;"Libya"
"2022-01-31";4;"Seychelles"
"2022-01-31";2;"Bulgaria"
"2022-01-31";1;"Malaysia"
"2022-01-31";3;"Sierra_Leone"
"2022-01-31";1;"Burundi"
"2022-01-31";3;"Maldives"
"2022-01-31";2;"Uruguay"
"2022-01-31";1;"Dominica"
"2022-01-31";3;"Micronesia"
"2022-01-31";2;"Yemen"
"2022-01-31";4;"El_Salvador"
"2022-01-31";2;"Moldova"
"2022-01-31";1;"Equatorial_Guinea"
"2022-01-31";3;"Morocco"
"2022-01-31";4;"Finland"
"2022-01-31";1;"Mozambique"
"2022-01-31";2;"Grenada"
"2022-01-31";2;"Namibia"
"2022-01-31";2;"Guyana"
"2022-01-31";3;"Oman"
"2022-01-31";3;"Ivory_Coast"
"2022-01-31";3;"Panama"
"2022-01-31";1;"Jamaica"
"2022-01-31";2;"Philippines"
"2022-01-31";2;"Australia"
"2022-01-31";1;"Kuwait"
"2022-01-31";2;"Poland"
"2022-01-31";3;"Benin"
"2022-01-31";5;"Lesotho"
"2022-01-31";1;"Saudi_Arabia"
"2022-02-01";1;"Mozambique"
"2022-02-01";2;"Guyana"
"2022-02-01";2;"Namibia"
"2022-02-01";3;"Ivory_Coast"
"2022-02-01";3;"Oman"
"2022-02-01";1;"Jamaica"
"2022-02-01";3;"Panama"
"2022-02-01";1;"Kuwait"
"2022-02-01";2;"Philippines"
"2022-02-01";2;"Australia"
"2022-02-01";1;"Laos"
"2022-02-01";2;"Poland"
"2022-02-01";3;"Benin"
"2022-02-01";5;"Lesotho"
"2022-02-01";1;"Sao_Tome_Principe"
"2022-02-01";6;"Brazil"
"2022-02-01";2;"Libya"
"2022-02-01";1;"Saudi_Arabia"
"2022-02-01";2;"Bulgaria"
"2022-02-01";1;"Malaysia"
"2022-02-01";4;"Seychelles"
"2022-02-01";1;"Dominica"
"2022-02-01";3;"Maldives"
"2022-02-01";3;"Sierra_Leone"
"2022-02-01";3;"El_Salvador"
"2022-02-01";3;"Micronesia"
"2022-02-01";2;"Uruguay"
"2022-02-01";1;"Equatorial_Guinea"
"2022-02-01";2;"Moldova"
"2022-02-01";2;"Yemen"
"2022-02-01";4;"Finland"
"2022-02-01";3;"Morocco"
"2022-02-01";2;"Grenada"
"2022-02-02";3;"Benin"
"2022-02-02";5;"Lesotho"
"2022-02-02";2;"Poland"
"2022-02-02";6;"Brazil"
"2022-02-02";2;"Libya"
"2022-02-02";1;"Sao_Tome_Principe"
"2022-02-02";3;"Bulgaria"
"2022-02-02";1;"Malaysia"
"2022-02-02";1;"Saudi_Arabia"
"2022-02-02";1;"Dominica"
"2022-02-02";3;"Maldives"
"2022-02-02";2;"Senegal"
"2022-02-02";2;"El_Salvador"
"2022-02-02";3;"Micronesia"
"2022-02-02";4;"Seychelles"
"2022-02-02";2;"Equatorial_Guinea"
"2022-02-02";2;"Moldova"
"2022-02-02";3;"Sierra_Leone"
"2022-02-02";4;"Finland"
"2022-02-02";1;"Mongolia"
"2022-02-02";2;"Uruguay"
"2022-02-02";2;"Grenada"
"2022-02-02";3;"Morocco"
"2022-02-02";2;"Yemen"
"2022-02-02";2;"Guyana"
"2022-02-02";1;"Mozambique"
"2022-02-02";3;"Ivory_Coast"
"2022-02-02";2;"Namibia"
"2022-02-02";2;"Jamaica"
"2022-02-02";2;"Oman"
"2022-02-02";1;"Kuwait"
"2022-02-02";3;"Panama"
"2022-02-02";2;"Australia"
"2022-02-02";1;"Laos"
"2022-02-02";2;"Philippines"
"2022-02-03";1;"Malaysia"
"2022-02-03";1;"Saudi_Arabia"
"2022-02-03";1;"Dominica"
"2022-02-03";3;"Maldives"
"2022-02-03";2;"Senegal"
"2022-02-03";2;"El_Salvador"
"2022-02-03";4;"Micronesia"
"2022-02-03";4;"Seychelles"
"2022-02-03";1;"Equatorial_Guinea"
"2022-02-03";2;"Moldova"
"2022-02-03";3;"Sierra_Leone"
"2022-02-03";4;"Finland"
"2022-02-03";1;"Mongolia"
"2022-02-03";2;"Uruguay"
"2022-02-03";2;"Grenada"
"2022-02-03";3;"Morocco"
"2022-02-03";2;"Yemen"
"2022-02-03";2;"Guyana"
